"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD"
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-03-07",,,"0.11",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-03-08",,,"0.18",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-03-09",,,"0.03",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-03-10",,,"0.02",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-03-15",,,"0.18",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-03-19",,,"0.30",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-03-20",,,"0.11",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-03-21",,,"0.26",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-03-22",,,"0.30",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-03-23",,,"0.05",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-03-26",,,"0.13",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-03-29",,,"0.31",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-04-08",,,"0.11",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-04-27",,,"0.12",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-05-04",,,"0.07",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-05-19",,,"0.03",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-09-27",,,"0.53",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-09-28",,,"0.61",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-09-29",,,"0.11",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-01",,,"0.11",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-06",,,"0.51",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-07",,,"0.22",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-10",,,"0.08",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-11",,,"0.05",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-13",,,"0.18",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-14",,,"0.12",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-18",,,"0.03",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-20",,,"0.23",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-21",,,"0.03",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-22",,,"0.81",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-23",,,"0.76",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-24",,,"0.24",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-25",,,"0.24",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-26",,,"0.32",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-27",,,"0.21",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-28",,,"0.08",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-10-29",,,"0.62",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-02",,,"0.23",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-03",,,"0.07",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-04",,,"0.48",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-05",,,"0.46",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-06",,,"0.28",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-07",,,"0.30",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-08",,,"0.22",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-09",,,"0.32",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-10",,,"0.16",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-11",,,"0.56",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-12",,,"1.10",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-13",,,"0.63",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-16",,,"0.25",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-17",,,"0.00",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-18",,,"0.02",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-19",,,"0.45",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-20",,,"0.02",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-23",,,"0.42",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-24",,,"0.04",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-26",,,"0.25",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-27",,,"0.10",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-28",,,"0.21",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-11-29",,,"0.15",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-05",,,"0.19",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-06",,,"0.30",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-07",,,"0.45",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-08",,,"0.11",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-09",,,"0.05",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-10",,,"0.07",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-11",,,"0.61",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-12",,,"0.79",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-13",,,"0.60",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-14",,,"0.24",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-15",,,"0.02",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-16",,,"0.51",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-17",,,"0.19",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-19",,,"1.65",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-20",,,"0.95",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-21",,,"0.26",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-22",,,"0.16",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-23",,,"0.42",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-24",,,"0.49",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-25",,,"0.21",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-26",,,"0.15","0.8",
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-27",,,"0.04","0.0",
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-28",,,"0.12","1.8",
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-29",,,"0.10","0.6",
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-30",,,"0.10",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2021-12-31",,,"0.27",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-01-01",,,"0.00","0.0",
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-01-03",,,"1.71",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-01-04",,,"0.44",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-01-05",,,"0.35",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-01-06",,,"1.27",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-01-07",,,"0.48",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-01-08",,,"0.12",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-01-11",,,"0.13",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-01-13",,,"0.03",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-01-14",,,"0.15",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-01-19",,,"0.18",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-01-20",,,"0.52",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-01-31",,,"0.27",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-02-01",,,"0.03",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-02-02",,,"0.05",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-02-03",,,"0.10",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-02-15",,,"0.16",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-02-16",,,"0.04",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-02-27",,,"0.45",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-02-28",,,"0.97",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-03-01",,,"1.45","0.0",
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-03-02",,,"0.33",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-03-03",,,"0.70",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-03-04",,,"0.08",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-03-09",,,"0.11",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-03-13",,,"0.45",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-03-14",,,"0.06",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-03-15",,,"0.34",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-03-16",,,"0.12",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-03-18",,,"0.04",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-03-19",,,"0.15",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-03-21",,,"0.36",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-03-22",,,"0.43",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-03-30",,,"0.01",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-01",,,"0.04",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-02",,,"0.09",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-04",,,"0.73",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-05",,,"0.20",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-08",,,"0.08",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-09",,,"0.08",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-10",,,"0.11",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-11",,,"1.03","3.0",
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-12",,,"0.63",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-13",,,"0.59",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-14",,,"0.11",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-15",,,"0.11",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-19",,,"0.65",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-20",,,"0.23",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-21",,,"0.41",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-22",,,"0.04",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-23",,,"0.08",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-26",,,"0.20",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-28",,,"0.13",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-04-29",,,"0.22",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-05-01",,,"0.31",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-05-02",,,"0.13",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-05-03",,,"0.15",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-05-05",,,"0.13",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-05-06",,,"0.57",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-05-07",,,"1.08",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-05-08",,,"0.06",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-05-09",,,"0.26",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-05-10",,,"0.18",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-05-13",,,"0.31",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-05-16",,,"0.22",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-05-19",,,"0.13",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-05-20",,,"0.12",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-05-25",,,"0.06",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-05-27",,,"0.16",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-06-04",,,"0.13",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-06-05",,,"0.61",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-06-06",,,"0.19",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-06-10",,,"0.58",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-06-11",,,"1.20",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-06-12",,,"0.13",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-06-13",,,"0.11",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-06-14",,,"0.02",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-06-18",,,"0.19",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-06-19",,,"0.03",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-09-12",,,"0.04",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-09-28",,,"0.01",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-09-29",,,"0.41",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-10-22",,,"0.54",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-10-23",,,"0.04",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-10-25",,,"0.22",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-10-26",,,"0.62",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-10-27",,,"0.10",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-10-28",,,"0.00",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-10-29",,,"0.66",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-10-30",,,"0.03",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-10-31",,,"0.17",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-11-01",,,"0.96",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-11-02",,,"0.16",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-11-03",,,"0.02",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-11-04",,,"0.52",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-11-05",,,"1.94",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-11-06",,,"0.88",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-11-07",,,"0.16",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-11-08",,,"0.14",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-11-23",,,"0.35",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-11-26",,,"0.43",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-11-28",,,"0.36",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-11-29",,,"0.04",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-11-30",,,"1.37",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-01",,,"0.18",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-02",,,"0.04",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-03",,,"0.04",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-05",,,"0.22",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-08",,,"0.25",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-09",,,"0.20",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-10",,,"1.26",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-11",,,"0.32",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-19",,,"0.08",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-20",,,"0.04",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-21",,,"0.19",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-23",,,"0.45",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-24",,,"0.03",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-25",,,"1.13",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-28","    2","3.87",,,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-29",,,"0.06",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-30",,,"0.65",,
"US1ORMT0083","PORTLAND 4.1 NW, OR US","2022-12-31",,,"0.42",,
